stations	X	Y	x	y	01.04.2015	02.04.2015	03.04.2015	01.05.2015	02.05.2015	03.05.2015	01.06.2015	02.06.2015	03.06.2015	01.07.2015	02.07.2015	03.07.2015	01.08.2015	02.08.2015	03.08.2015	01.09.2015	02.09.2015	03.09.2015	01.10.2015
2451034	471706.454939037	7253846.86441093	471.706454939037	7253.84686441093	0	0	139.6	101	0	73.7	0	85	0	149.9	217.8	2.8	0	9.9	31.9	53.5	0	129.5	75.3
2451035	498989.76246185	7250554.07057359	498.98976246185	7250.55407057359	0	1.6	103.2	83.9	0	57	0	84.4	12.9	137.7	200.9	49.4	0	17.2	45.3	118.1	0	96.4	73.4
2451036	423085.189901512	7274700.8945957	423.085189901512	7274.7008945957	4.2	7.7	44.1	102.3	0	105.7	0	81.8	14.9	156.9	214.3	29.8	0	9.1	39.2	107.7	0	154.7	98.4
2451038	472671.112560646	7277101.21539813	472.671112560646	7277.10121539813	2.9	0	41.6	70	35.4	76.8	0	83.1	0	133	220.4	36.8	0	11.7	36.3	104.9	0	83	62.5
2451043	484811.278034248	7282655.90342053	484.811278034248	7282.65590342053	4.9	5.7	38.2	99.7	0	91.5	0	76.5	18.6	121.2	257.6	15.7	0	9.5	31.4	108.8	2.1	90.9	62
2451044	405715.480559115	7298955.97174646	405.715480559115	7298.95597174646	5.1	9.2	29.7	92.8	0	102.5	0	49	14.2	184.2	193.5	13	0	4.7	38	88.1	1.5	103.8	76
2451046	449290.492514896	7304717.02040818	449.290492514896	7304.71702040818	0	6.7	123.6	45.6	0	87.8	9	84.4	29.6	156	246.5	0	0	9.8	43.6	97.8	0	91.6	80.8
2451047	469562.5104669	7310311.44977089	469.5625104669	7310.31144977089	2.1	0	64.7	104.4	0	38.4	0	70.7	14.7	183.1	263.4	27.3	0	7.5	39.6	88.3	0	91.1	93.1
2451049	425812.817105664	7333401.78166929	425.812817105664	7333.40178166929	2.7	4.6	87.1	94.2	0	33.8	0	43.7	8.9	190.1	232.1	16.9	0	7.3	47.4	149.4	0	89.2	89.5
2451051	466584.715107829	7282624.15764698	466.584715107829	7282.62415764698	3.4	5.2	55.5	99.9	16	30	17.3	29.5	28.3	164.2	254.1	0	0	5.1	24.1	110.3	0	94.2	132
2452000	328091.511688759	7261666.00899642	328.091511688759	7261.66600899642	10.3	17.3	39.4	124.4	1.4	126.3	0.3	36.6	11.6	152	248.6	36.1	0	7.6	33.6	98.2	0	84.4	73.7
2452001	304625.247550067	7275756.84136831	304.625247550067	7275.75684136831	0	43.6	45.4	103.5	0	62.2	0	25.7	16.8	232	122.7	10.5	0	4.5	0	97.3	0	96.5	52.1
2452007	360700.791901502	7339558.95681644	360.700791901502	7339.55895681644	24.1	9.3	76.6	61.1	79.9	161.1	0	81.8	9.5	289.2	173.2	14.8	0	0	35.6	83.8	10.9	92.9	73.2
2452008	388479.380883788	7298829.72421336	388.479380883788	7298.82972421336	0	18.1	33.7	119.4	0	81.6	0	84.5	0	223.6	187.8	0	0	7.5	38.9	106.9	0	134.6	232.1
2452009	299419.086944736	7285653.77189423	299.419086944736	7285.65377189423	8.5	41.7	60.5	108	0	74.9	0	77.1	17.1	176	150	10.9	0	6.3	44.4	77.2	0	100.9	43.2
2452010	320133.527611051	7330244.5159267	320.133527611051	7330.2445159267	14.1	27.1	80.3	127.2	1.6	96.8	0.9	59.6	12.6	129.8	151.7	10.6	0	0	21.6	65.7	0	72.6	41
2452011	317759.163971029	7278150.57513847	317.759163971029	7278.15057513847	5.2	33.6	26.7	97.6	0	82.9	0	39.4	17.1	188.5	113.3	11.9	0	7.2	50.9	69	0	89.6	55.6
2452012	328160.387866802	7256128.15469319	328.160387866802	7256.12815469319	0	57.4	11	112.8	0	64.7	0	81.2	21	274.3	43.5	57.2	0.5	9.2	45.1	65.6	0	66.8	66.2
2452014	345723.445856021	7313931.39199128	345.723445856021	7313.93139199128	12.8	22.2	9.8	157.7	0	102.2	0	74.9	15.5	266.7	220	9.8	0	7.5	44.8	93.9	0	192	64.7
2452015	371425.954993324	7278749.24623571	371.425954993324	7278.74924623571	3.7	20	3.7	122.7	0	130.6	1.3	79.5	13.7	185.8	198	32.4	0	9	54.4	124.6	0.9	149.4	55.6
2452016	378785.236914385	7247805.47917782	378.785236914385	7247.80547917782	6.3	20.4	0	122.8	0	160.8	0	101.8	12.8	175.9	185.2	7.9	0	9.2	59.2	163	42.8	130.3	61.4
2452019	351520.33907251	7246430.53349466	351.52033907251	7246.43053349466	1.5	42.7	0	42.1	56.8	172.4	4.7	87	16.8	192.2	145	0	0	0	60.1	49.3	9.8	63.6	28.4
2452029	335328.121242842	7334858.75979265	335.328121242842	7334.85875979265	7.5	5.5	0	123	0	77.7	0	64.2	11.5	173.4	209	3.5	0	7.8	49	137.7	0	116.2	90.7
2452033	304176.809995269	7307877.92966684	304.176809995269	7307.87792966684	20.4	24.5	23.3	136.3	3.7	121	0	61.1	14.7	246.2	196.7	26.9	0	7.2	30.6	109.3	0.9	119.7	51.2
2452035	342863.395006136	7297285.93549989	342.863395006136	7297.28593549989	12.4	45.7	17.1	111.6	0	57.5	12.5	30.3	20	255	122.3	13.7	0	0.9	22.7	85.6	14.8	56.4	74.1
2452040	332578.918263014	7309351.28142524	332.578918263014	7309.35128142524	8.3	20.4	36.9	127.6	0	86.3	0	81.1	12.3	228.4	166.2	39.5	0	5.4	35.9	90.2	3.2	147.2	51.7
2452041	374363.860594149	7289850.84934956	374.363860594149	7289.85084934956	5.3	11.3	24.2	119.7	0	142	0	68.1	11.3	242.5	253.3	22.7	0	7.3	40.8	82.9	9.8	98.2	72.6
2452042	393616.11200154	7290010.4191226	393.61611200154	7290.0104191226	8.5	12.2	14.1	56	60.2	122.8	0	66.2	12.5	214.9	191.7	22.8	0	8.3	33.4	100.8	0.7	134.4	78.8
2452044	378340.201191864	7298745.578646	378.340201191864	7298.745578646	6.6	19.3	12.4	125.4	0	120.1	0	57.5	12.5	206.6	206.5	24.6	0	9.8	41.7	83.9	0	149.5	74.8
2452045	357849.268838969	7319596.04039363	357.849268838969	7319.59604039363	6.6	4.3	19.4	156.8	0	68.7	0	38	0	170.7	158.6	21.4	0	0	22.5	56.2	23.5	136.9	56.6
2452046	371100.921416003	7314185.51106761	371.100921416003	7314.18551106761	0	29.5	14.5	131.7	0	129.2	0	67.9	4	221.2	214.9	6.7	0	0	41	78	0	144.2	43.2
2452047	390395.276963365	7313240.85312407	390.395276963365	7313.24085312407	6.1	14.4	9.5	27.7	44	75.2	0	36	22	152.3	260	0	0.7	7.5	43.3	88	23	63	37
2452051	336446.039990083	7239613.14437294	336.446039990083	7239.61314437294	8.4	42	8.7	125.5	0	121.9	0	102.2	29.6	223.3	148.5	9.2	0	11.5	50.6	65.1	0.3	73.7	51.3
2452055	323176.309349748	7250526.31410517	323.176309349748	7250.52631410517	10	11.4	14.1	168.8	0	122.2	6.1	99	0	133	253.2	21.7	0	17.9	56.4	85.8	12.9	70	78.4
2453000	222624.496415889	7324244.83965681	222.624496415889	7324.24483965681	24.3	18.3	0	100	9.3	72.9	0	56	0	206.9	90.6	0	0	0	39.6	69.2	0	109.3	40.6
2453001	280148.193022708	7286471.89515784	280.148193022708	7286.47189515784	0	63.3	72.5	134.9	2	96.8	0	57.7	23.8	238	154.4	9.4	0	10.1	52	58.4	0	84.6	46.6
2453008	251793.630059133	7342514.97193885	251.793630059133	7342.51497193885	29.2	77.8	0	148.6	8.6	88.8	0	61.6	15.1	300.8	92.3	4.7	0	8.5	45.2	112.1	0	111.6	49.8
2453009	263337.278602785	7321657.07182057	263.337278602785	7321.65707182057	15.2	42.9	98.4	121.8	4.3	71.7	0	46.2	12.2	266.4	141.1	5.7	0	4.7	33	113	0	97.7	47.4
2453010	264500.780052566	7312811.74356494	264.500780052566	7312.81174356494	42.9	22.6	52.8	119.6	0	154	0	54.9	0	331.1	181.9	5.6	0	0	35.3	74.6	0	79.2	56.7
2453012	267492.622236606	7255239.49964333	267.492622236606	7255.23949964333	20.6	57.6	23.9	111.9	0	98.3	0	67.7	26.5	268.7	146.4	15.2	0	12.3	40.5	54.4	0	118.1	75.1
2453013	287428.135461131	7274396.81206661	287.428135461131	7274.39681206661	6.9	55.4	20.8	0	2.4	3.6	0	62.2	33.6	242.2	137.8	16.1	0	14.4	41.8	57.8	0	87.7	70
2453014	290884.885355503	7246749.84981604	290.884885355503	7246.74984981604	6.9	42.2	12.1	100.3	0	101	0	52.2	30.6	245	164.1	13.1	0	11.8	47.7	49.5	3.7	137.2	88.5
2453016	293801.93798389	7323240.34149287	293.80193798389	7323.24034149287	7.8	30.2	21.8	144.2	0	76.5	0	54.4	11.5	199.4	103	4.1	0	5.6	30.7	111.7	0	122	32.8
2453017	211681.146819273	7263055.31355697	211.681146819273	7263.05531355697	39.8	88.8	15.6	122.3	7.5	115.8	0	56.1	38.1	223.5	175.4	7.8	0	19.2	45.1	43.2	2.3	87.5	107
2453026	206761.134531818	7256299.96441763	206.761134531818	7256.29996441763	29.3	69.3	8.2	132.2	9.2	115.4	0	62.1	38.5	278.7	183.5	6.1	0	19.6	41.9	42.1	4.5	146.6	97.4
2453027	233042.858057456	7257941.39744975	233.042858057456	7257.94139744975	28.1	61.4	6.3	113.2	10.1	140.8	0	64.1	44.3	281.9	126.2	9.8	0	15.1	36.9	43.7	1.6	106.5	121
2453028	203346.681541748	7273966.23101509	203.346681541748	7273.96623101509	37.6	83.5	34.8	125.9	17	113.2	0	54.3	49.8	239.6	165.4	13.2	0	15.2	53	38.1	1.7	103.7	97.6
2453030	235740.279679709	7275727.58780347	235.740279679709	7275.72758780347	23.5	51.9	18.8	122.3	13	164.5	0	53.8	47.2	255.7	159.7	8.5	0	11.1	63.4	58.6	1.3	92.3	57.2
2453037	258960.12786421	7280581.74056824	258.96012786421	7280.58174056824	15.2	50.4	0	112.1	2.3	102	0	66.7	35.1	254.1	150.1	9.5	0	11.7	56.5	46	0	98.4	78.6
2453047	214036.810669613	7296361.37633811	214.036810669613	7296.36137633811	24.5	53.7	56.7	103.5	11.6	127.1	0	65.4	39	208.7	167.4	7.5	0	9.7	49.3	69.7	4.6	73.2	67.9
2453048	202805.587416496	7299454.12329645	202.805587416496	7299.45412329645	38.1	60.7	69.3	59.8	74.1	136.9	0	83.8	49.7	302	202.8	5.8	0	17.9	61.5	92.2	0	101.3	95.8
2453050	243014.402627065	7321303.53387215	243.014402627065	7321.30353387215	25.9	36.2	63.1	149	5.7	83.8	0	52.1	16.3	238.5	141.4	0.9	0	5.8	55	87.2	3.9	126.8	49.1
2453052	200049.093083625	7333763.82860935	200.049093083625	7333.76382860935	31.9	71.2	67.4	143.5	15.5	91	0	79.5	17.3	234.8	147.8	4.8	0	9.9	28.4	101.9	0	97.9	68.8
2453056	273851.772175613	7237615.28720155	273.851772175613	7237.61528720155	11.4	44.4	10.2	107.1	0	104	0	82.5	25.9	228.3	178	17	0	18.1	47.3	21.7	19.8	123.5	97.4
2454003	173135.101838505	7265526.16104415	173.135101838505	7265.52616104415	26.1	74.4	66	125.2	9.4	68.1	0	41.6	44.5	244	185	12.6	0	19.1	47.4	40.4	16.8	107.8	58.2
2454004	165939.553465251	7269791.00859271	165.939553465251	7269.79100859271	36	79.5	95	142	16.4	26	0	55	66	244	314.6	5.5	0	21	48.1	70	4	138	52.6
2454006	185008.387051386	7323460.56433896	185.008387051386	7323.46056433896	32.9	70.4	43.7	63.3	87.7	93.4	0	47.9	27.3	212	132.9	0	0	7.7	56.2	68.8	2.7	74.9	29
2454011	197132.237084221	7233916.31624256	197.132237084221	7233.91631624256	30.5	76	10.8	116.9	2.4	81.1	0	75.2	57.2	118.8	287.3	25.7	0	10.7	44.3	21.5	23.2	103.7	133.7
2454012	172358.721298134	7255526.60294122	172.358721298134	7255.52660294122	19.5	40.7	14.1	79.1	55.6	85.1	0	69.7	39.8	214.4	111.1	17.3	0	18.2	48	44.8	4.8	104.6	71.4
2454018	176744.925779485	7241213.00316145	176.744925779485	7241.21300316145	18.3	68.8	10.7	125	7.2	79.2	0	65.1	44.2	236.3	148.8	14.7	0	18.7	41.9	26.2	6.2	101.2	67.9
2454028	173784.077460811	7281067.31004187	173.784077460811	7281.06731004187	44.5	73.9	55	126.4	13.7	70.2	0	54.7	45.4	222.5	189.9	13.7	0	22.3	38.9	69.7	3.1	129.5	92.2
2548001	713664.626574782	7214546.47658653	713.664626574782	7214.54647658653	0	2.7	39.6	57.2	11.7	24.7	0.9	64.4	4.3	52.1	95.5	37.3	0	1.2	12.6	98.8	12.8	57.6	71.8
2548003	726659.705772222	7207686.61557529	726.659705772222	7207.68661557529	22.5	4.3	172.9	87	32.8	28.8	0	94.9	44.3	46	71.1	43.2	0	0	17.5	117.8	31.8	48.4	111.2
2548023	771922.202470157	7202418.58665659	771.922202470157	7202.41858665659	15.8	0	152.3	72.3	68.4	31.7	0	33.8	35.9	50.9	39.2	46.4	0	0	40.9	53.1	22.4	46.9	85.2
2548036	742071.922634091	7224044.01459206	742.071922634091	7224.04401459206	0	0.9	45.5	23.1	44.5	16.8	2.5	66.3	10.9	47.4	59.2	3	0	0	6.5	85.1	15.9	72.3	85
2548037	774651.072731888	7187951.59555576	774.651072731888	7187.95159555576	17.8	46.6	59.5	100.6	98	53.8	0	45.8	48.5	81.8	73.4	7.7	0	0	32.7	11	0	49.8	86.9
2548038	719118.074146948	7177890.92334336	719.118074146948	7177.89092334336	9.8	31	91.8	26.2	59.4	30.2	0	104.5	16.5	29.6	52.7	18	0	0.2	11.3	76.8	18.6	49.7	61.5
2548039	782206.318980876	7212185.48121546	782.206318980876	7212.18548121546	10.8	6.9	188.2	34	70.1	24.7	0.5	67.3	12.4	32.8	30.6	34.7	1	0.2	21.9	81.5	26.7	56.3	115.9
2548041	702042.989091841	7179267.88789259	702.042989091841	7179.26788789259	1.7	10	56.8	40.9	47.9	52.4	0	81.2	21.1	43.6	106.5	15.1	1.5	1.6	22.3	85.6	9.8	52.9	93.7
2548042	780418.057026364	7223308.7432063	780.418057026364	7223.3087432063	16.6	0	169.8	64.5	96.8	43.8	0	30.3	37	57.5	54	24.2	0	0	63	89.3	22.9	46.5	87.3
2548043	759916.613820169	7207088.74579355	759.916613820169	7207.08874579355	12.1	0	127.6	69.5	54.2	14.2	0	95.4	10	51.9	11.8	6.5	0	0	53.8	74.7	21.4	66.8	81.2
2548044	774251.221981108	7217891.50203088	774.251221981108	7217.89150203088	37.8	127.5	20.6	0	54.3	18.7	65.6	51	7.7	0	0	30.3	94.1	34.6	95	100.5	36.9	184.9	148.8
2548047	714303.341917126	7191266.41870278	714.303341917126	7191.26641870278	21.6	26.3	145	71.1	28.7	62.2	0	73.1	38.8	42.1	44.8	41	3.3	0.9	27.9	115.3	19.3	81.2	96.8
2548049	739029.05376807	7166466.5040946	739.02905376807	7166.4665040946	9.1	67.6	69.6	52.5	44.8	56.6	0.8	92.4	17.4	16	68.3	24.6	0	1.2	18.6	120.9	3.2	84	70.1
2548052	708523.896971217	7143708.75691523	708.523896971217	7143.70875691523	7.3	46.5	64.9	29.4	83.4	91	0	109.9	9.6	46.4	89.1	20.1	0	0.7	15.7	70.3	34	53.3	65.1
2548053	742478.419071913	7135369.25509613	742.478419071913	7135.36925509613	21.7	41.2	163.1	49.1	176.3	97.9	0	77.1	10.2	29.4	90	38.5	0	1.3	29.5	97.1	13.4	49.3	69.4
2548068	724275.153630203	7185562.80568271	724.275153630203	7185.56280568271	5.2	3	82.1	39.7	33.1	36.7	0	83.4	12.9	23.4	69.4	23.8	0.1	0	11.4	101.2	7.1	61.9	35.7
2548076	720539.183417419	7142405.054379	720.539183417419	7142.405054379	10.7	19.9	109.1	42.3	38.5	94	0	79.4	19.5	31.1	78.6	18.9	0	2.3	21.5	61.4	42.5	43.3	74.6
2549000	622172.765209494	7131499.35772495	622.172765209494	7131.49935772495	1.7	2.8	26.2	41.4	1.4	22.5	0	96	1.1	50.9	90.2	41.1	0	4.8	33.8	72	18.2	46.4	63.1
2549001	612515.103803369	7173674.93051294	612.515103803369	7173.67493051294	2.3	10.1	50.4	79.9	1.8	100.3	0	92.3	0	78.9	153.1	51	0	5.2	43.6	94.2	14.2	42.7	61.1
2549003	661206.374491827	7128862.04860008	661.206374491827	7128.86204860008	0	0	30.2	25	27.5	59.7	0	114.2	0	52.8	109.2	36.5	0	5	26.6	66.2	14.1	37.7	73.4
2549004	694063.720040128	7183817.97330919	694.063720040128	7183.81797330919	1.7	4.5	47	58.2	12.5	40.4	0	50.9	10.7	78.4	106.4	32.6	0	1.7	20.7	86.9	10	61.5	81.3
2549006	673978.126701344	7186309.48630139	673.978126701344	7186.30948630139	1.2	3.1	47.9	41.8	19	54.3	0.5	78.8	2.9	55.7	103.1	30.7	0	3.8	22.2	68.9	20.4	40.4	102.4
2549017	685910.049070534	7176177.99518796	685.910049070534	7176.17799518796	1	13.8	35.8	47	5.2	56.5	0	69.4	12.7	38.7	109.6	33.9	0	3.7	24.9	96.7	0	45.8	57.3
2549019	643756.584071575	7182236.59434722	643.756584071575	7182.23659434722	0	10.8	52.6	66.6	0	117.6	0	83.1	8.2	76.2	131.7	41.3	0	0	29.4	61.1	33.5	42	88.8
2549045	648931.083910367	7195472.66941073	648.931083910367	7195.47266941073	7.9	18	13.1	71.5	1.8	122.7	0	45.1	21.7	68.7	116.5	40.9	0	0	28.3	67.5	2.1	89.6	71.8
2549047	637996.266650375	7208880.95720171	637.996266650375	7208.88095720171	0	0	51.4	70.9	0	121.1	0	64	0	67.5	123.2	46	0	3.4	30.9	108.4	3.3	37.8	42
2549048	649004.513569554	7202118.08691839	649.004513569554	7202.11808691839	0	1.2	63.3	82.2	1.4	134.7	0	75.5	0	107.3	159.5	17.1	0	10.9	30	132.1	0	50.1	49.9
2549051	689423.825518591	7211582.72535345	689.423825518591	7211.58272535345	0	0	41.3	60.8	0	34.3	0	38.4	0	52.2	107.3	53.6	0	0	22.8	105.1	4.6	76.2	48.2
2549052	610887.987667876	7220205.3315057	610.887987667876	7220.2053315057	0.8	2.1	89.9	73.2	5.7	166.3	0	61.9	4.8	90.2	128.1	28	0	3.7	41.2	88.4	2.7	33.2	55.1
2549053	646174.793543537	7219871.80527633	646.174793543537	7219.87180527633	0	7.2	67	67.3	3.4	52.9	0	48.6	0	74.4	145.6	42	0	5.3	30.3	104	11.4	76.5	43.8
2549054	689624.591703574	7225982.69071174	689.624591703574	7225.98269071174	0	9.1	39.8	75.8	0	41.6	0	44.5	0	43.7	139.6	48.1	0	0	27.9	140.8	15.9	64.4	92.8
2549056	636236.268661244	7234373.86806934	636.236268661244	7234.37386806934	0	0	73.2	74.6	4.4	51.5	0	50.1	0	69	149.8	42.7	0	1.2	28.1	90.2	8.3	69.3	43.2
2549059	612280.574391242	7145986.92245702	612.280574391242	7145.98692245702	0	5.9	47.3	62.6	2.8	59.9	0	119.9	3.5	59.4	109.8	62.9	0	6.9	36.8	42.5	51.2	49.5	78.5
2549061	649302.526576492	7138973.23983441	649.302526576492	7138.97323983441	0.6	1.6	25.5	38.3	2.6	58.2	0.2	104.3	0	56.4	100.8	35.1	0	5.4	28.5	61.7	20.6	34.1	70.7
2549062	668457.519292301	7147605.07510989	668.457519292301	7147.60507510989	4.5	7	39.6	36.4	8.4	62	0	84.5	5.9	55	123.6	9.6	0	1.2	23.2	85.8	24.7	29.8	80.3
2549065	618661.03199019	7186912.8373184	618.66103199019	7186.9128373184	0	6.8	32	55.2	0	126	42.8	40.4	9.4	69.4	158.5	34.6	0	3	47.6	68.5	0	56.4	61.9
2549076	632132.135806697	7125864.20710807	632.132135806697	7125.86420710807	0	2.1	21.2	38	14.3	47	0	97.2	0	54.4	82.5	37.8	0	5.4	39.9	61.5	22	63.9	20.1
2549080	661921.551443834	7187568.22403437	661.921551443834	7187.56822403437	0	13.2	54	43.1	31	68.6	0	86.6	0	67.8	108.8	47.4	0	8.3	29.4	75.8	22.4	45	87.8
2549081	661760.833876168	7174276.60333888	661.760833876168	7174.27660333888	54.2	148.6	44.6	0.4	2.6	30.2	58.6	30.4	47.8	58.4	27.4	62	67.8	73.2	82	70	86.4	125.2	79.1
2549082	657688.892905823	7169894.1771505	657.688892905823	7169.8941771505	0	0	12.6	19.4	0	98.9	0	81.5	0	54.7	148.4	38.9	0	0	0.9	107.7	9.8	47.2	51.7
2549090	678206.797069385	7201764.17235262	678.206797069385	7201.76417235262	0.8	3	54.6	37.2	32.8	55.6	1.4	55.4	1.2	44.4	104.8	45	0	2.6	25.6	79.6	19.6	63.6	84.4
2549091	623329.835626193	7148103.60117253	623.329835626193	7148.10360117253	0.6	7	49.1	47.5	14.1	63.7	0.9	104.3	0.9	60	131.5	50.8	0	7.2	34.2	76.9	17.8	43.4	76
2549093	649627.727230323	7167771.63474869	649.627727230323	7167.77163474869	1.4	7.4	38.8	51.9	4.2	88.1	0	83.7	2.5	64.8	147.7	39.7	0	2.4	26.4	68.5	16.8	56	61.8
2549100	671115.565889617	7198532.46049413	671.115565889617	7198.53246049413	5.2	7.3	32.7	19.5	27.1	42.8	3.7	50.3	7.4	55.7	53	26.3	0	12.8	36.1	77.3	15.7	78.5	50.1
2549107	671213.854520013	7206285.94162614	671.213854520013	7206.28594162614	0	1.7	56	76.6	4.2	52.7	0	50.5	0.4	44.9	130.4	44.7	0	3.2	21.1	104.2	6.6	110.4	71.9
2549108	686324.186106125	7206086.19474313	686.324186106125	7206.08619474313	0.9	10.3	43.6	68.9	4.5	70.5	0	54.5	6.7	36.2	95.2	42.2	1.4	5.9	35.8	87.5	14.8	71.8	81.1
2549126	664898.381269041	7184208.55821669	664.898381269041	7184.20855821669	1.1	6.6	48.3	66.3	1	112.2	0	78.8	0	63.7	127.1	35	0	3	28.2	78.7	14.1	51.3	60.7
2550000	507052.203514552	7212904.40463582	507.052203514552	7212.90440463582	0	0	104.1	84.9	0	50	0	106.3	7.3	174.2	149.9	47.7	0	4.6	47.1	69.9	0	55.2	57.8
2550001	561109.985684494	7137463.29760471	561.109985684494	7137.46329760471	3.1	36.2	31.3	47.5	0	123.7	0	110.6	3	64.9	143.2	46.5	0	7.8	62.8	72.5	3.3	92.2	45.4
2550003	585684.806890911	7220387.48443356	585.684806890911	7220.38748443356	4.5	6.6	91.2	58.4	29.9	155.4	0	86.4	0	114	143.9	53.5	0	6	49.9	96.3	11.2	46	69.9
2550005	532038.501803673	7129814.17552422	532.038501803673	7129.81417552422	0.2	1.8	52.8	39.4	0.2	65.4	0	61.6	3	77.2	167.4	4.8	0	10.2	55.4	74	1.6	74	34.8
2550006	515134.016569944	7232829.29949669	515.134016569944	7232.82929949669	3.4	4.5	85.6	72.2	24.8	97.1	0	74.8	0	117.2	241.6	45	0	12.8	41.2	110.6	6	78.9	56.9
2550015	600650.046677365	7199242.67649276	600.650046677365	7199.24267649276	0	0	62.1	38.5	0	74.9	0	54.2	0	63	137.7	15.2	0	1	30.5	50.8	15	33.4	57.8
2550017	543051.848858149	7129782.63285002	543.051848858149	7129.78263285002	0	9	27.4	44.7	5.7	91	0	93.3	4	85.1	106.2	43.9	0.9	8.2	47.1	61.1	2.5	101	78
2550025	542226.650979475	7185156.37073878	542.226650979475	7185.15637073878	9.2	6	57.7	61.1	20.6	55.1	0.2	89	0	85.5	211.1	53.7	0	12.4	61.1	63.9	4.3	52.4	59.3
2550028	599330.288069905	7157166.40716819	599.330288069905	7157.16640716819	0	2.2	35.1	58.7	0	64.9	0	93.1	3.1	77.3	123.8	42.6	0	7.3	41.1	88.4	29.7	48.4	72.8
2550029	522114.974957503	7182989.9113721	522.114974957503	7182.9899113721	1.6	0	94.3	65.9	0	87.4	0	87.5	0	125.6	145	44.7	0	32.9	36.6	97.8	0	85.5	57.4
2550035	548158.987928056	7157451.09470676	548.158987928056	7157.45109470676	3.4	4.9	47.7	60.7	0	85.2	0	128.7	3.2	67	135.2	45.8	0	9.3	30.2	63.3	33.3	87.9	71.1
2550037	580319.599551057	7166155.18355271	580.319599551057	7166.15518355271	0	6.5	70.2	28.9	30	56.1	0	97.6	0	85	149.1	39.3	0	8	54.7	80.3	27.7	51.6	74.7
2550038	530119.319546087	7166363.56087632	530.119319546087	7166.36356087632	2.3	0.8	94.6	68.8	0	144	0.8	124.6	2.7	116.9	170.7	32.1	0	9.8	92.8	44.9	6.1	68.7	46
2550041	570361.010984252	7181715.90383761	570.361010984252	7181.71590383761	2.8	0	55.9	65.2	0	129.4	0	99.9	3.6	91.9	166.2	53.7	0	8.9	59.7	74	0	41.7	53.1
2550042	592460.226266091	7179366.49994488	592.460226266091	7179.36649994488	4	5.7	59.8	68.9	2.5	91	0	83.1	6.1	82.5	142.2	33.8	0	15	55.3	126.4	6.6	56	47.4
2550043	523146.898376241	7198491.13248775	523.146898376241	7198.49113248775	5.5	4.2	91.8	75	0	98.3	0	84.2	0	97.3	193.3	51.7	0	8.2	59.7	56.2	2	52.9	64.7
2550045	553321.355860916	7193975.98817328	553.321355860916	7193.97598817328	13.1	8.9	63.5	61	0.8	100.4	0	88.3	3.7	101.6	163.5	44.4	0	7.3	54.3	66.5	3.5	72	88.7
2550048	540285.333293219	7208417.00084469	540.285333293219	7208.41700084469	2.3	4.1	117.1	73.4	0	108.5	0	89.1	5.6	116.4	237.3	65.6	0	7.6	51	70.4	0	93.7	55.1
2550052	522194.777974935	7231712.3600851	522.194777974935	7231.7123600851	0	2.1	94.6	79.9	0	84.2	0	71.3	9.9	128.3	205	42	0	10.9	39.5	117.7	1.1	102.2	49.7
2550053	502010.449159685	7183008.0189808	502.010449159685	7183.0080189808	8.7	10.3	94.2	62	0	105.8	0	122.1	5.3	157.9	108.6	28.2	0	0	56.7	50.7	0	89.4	86.9
2550055	502015.73710252	7218442.64877246	502.01573710252	7218.44264877246	0	9.5	119.9	87.8	0	87.7	0	84.1	0	121.7	218.9	43.7	0	9.5	46.9	82.5	0	109.8	66.3
2550056	514125.08078683	7232830.37939546	514.12508078683	7232.83037939546	0	6.8	58.4	60.3	2.2	103.1	1	77.1	13.4	158.8	221.3	45.9	0	14.7	43	114.7	3.9	91.1	54.2
2550057	520149.1759483	7212891.2654726	520.1491759483	7212.8912654726	0.3	4.6	84.2	85.5	0	85	0	88.5	6.3	107	239.6	44.4	0	11.9	49.8	75.3	0	98.1	66.6
2551000	454757.121586826	7185146.52999183	454.757121586826	7185.14652999183	0	0	0	55.5	0	87.7	0	140.9	7.3	146.4	190.9	85	0	0	99.8	54.3	0	136.6	105.3
2551001	479932.200878087	7158630.78405708	479.932200878087	7158.63078405708	27.2	19.8	73.4	24.4	54.8	55.7	0	86	8.5	92.6	145.2	45.6	0.6	13.8	79.8	38.2	7	87.2	96.8
2551008	451780.826635196	7174062.15687155	451.780826635196	7174.06215687155	8	23.7	45.9	53.1	0.3	99.7	0	103.4	11.3	144.7	137	45.8	0	10.9	89	55	0.1	147.3	178.8
2551010	449692.744556503	7195094.9796277	449.692744556503	7195.0949796277	14.8	11	23.6	75.4	8.6	66	0	141	0	130.8	181.4	42	0	12.4	74.4	51	7	126.2	86
2551011	490964.980110156	7165287.20769898	490.964980110156	7165.28720769898	1.1	6.4	68.6	52.5	0	36.5	0	98.9	5.7	122.1	135.6	38.5	0	10.4	92	55.3	11.4	125.6	87.6
2551014	492969.255572844	7171932.67860085	492.969255572844	7171.93267860085	3.7	5	56.2	53.6	0	43.6	0	89	5.5	100.5	97	23.7	0	0	72	48.6	0	118.9	63
2551017	473966.547204337	7130934.91608808	473.966547204337	7130.93491608808	0	5	30.4	51	0.3	136.6	0	96.6	6.3	106	119.9	56.2	0	8.4	61.2	80.4	0	105.1	129.6
